entity_id,name,tier,county,website,email,phone,notes
sd-miami-gardens-community-redevelopment-agency,Miami Gardens Community Redevelopment Agency,special_district,Miami-Dade,https://www.miamigardens-fl.gov/201/Documents-Forms,cbenson@miamigardens-fl.gov,(305) 622-8000,purpose=Community Redevelopment; dependent; lga=City of Miami Gardens
sd-miami-world-center-community-development-district,Miami World Center Community Development District,special_district,Miami-Dade,https://www.miamiworldcentercdd.net,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-miami-dade-county-educational-facilities-authority,Miami-Dade County Educational Facilities Authority,special_district,Miami-Dade,https://www8.miamidade.gov/global/government/special-districts/miami-dade-educational-facilities-authority.page,belkys.romay@miamidade.gov,(305) 375-5147,purpose=Higher Educational Facilities Financing; dependent; lga=Miami-Dade County
sd-miami-dade-county-health-facilities-authority,Miami-Dade County Health Facilities Authority,special_district,Miami-Dade,https://www8.miamidade.gov/global/government/special-districts/miami-dade-health-facilities-authority.page,belkys.romay@miamidade.gov,(305) 375-5147,purpose=Health Facilities; dependent; lga=Miami-Dade County
sd-miami-dade-county-housing-finance-authority,Miami-Dade County Housing Finance Authority,special_district,Miami-Dade,https://hfamiami.com/special-district,hfa@hfamiami.com,(305) 594-2518,purpose=Housing Finance; dependent; lga=Miami-Dade County
sd-miami-dade-county-industrial-development-authority,Miami-Dade County Industrial Development Authority,special_district,Miami-Dade,https://www.mdcida.org,info@mdcida.org,(305) 579-0070,purpose=Industrial Development; dependent; lga=Miami-Dade County
sd-miami-dade-county-library-district,Miami-Dade County Library District,special_district,Miami-Dade,https://www.mdpls.org/about/about-us.html,jcmonte@miamidade.gov,(305) 375-5178,purpose=Library - Local; dependent; lga=Miami-Dade County
sd-miami-dade-fire-and-rescue-service-district,Miami-Dade Fire and Rescue Service District,special_district,Miami-Dade,https://www.miamidade.gov/global/fire/home.page,ray.jadallah@miamidade.gov,(786) 331-5122,purpose=Fire Control and Rescue; dependent; lga=Miami-Dade County
sd-mid-bay-bridge-authority,Mid-Bay Bridge Authority,special_district,Okaloosa,https://www.mid-bay.com,van.fuller@mid-bay.com,(850) 897-1428,purpose=Expressway and Bridge; independent; lga=Okaloosa County
sd-middle-village-community-development-district,Middle Village Community Development District,special_district,Clay,https://www.middlevillagecdd.com,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Clay County
sd-middleton-community-development-district-a,Middleton Community Development District A,special_district,Sumter,https://myfamilydistrict.org/middleton-a/,kenny.blocker@districtgov.org,(352) 751-3939,purpose=Community Development; independent; lga=City of Wildwood
sd-middleton-community-development-district-b,Middleton Community Development District B,special_district,Sumter,https://Myfamilydistrict.org/Middleton-b/,mcddb@districtgov.org,(352) 751-3939,purpose=Community Development; independent; lga=City of Wildwood
sd-middleton-downtown-community-development-district,Middleton Downtown Community Development District,special_district,Sumter,https://myfamilydistrict.org/middleton-downtown,kenny.blocker@districtgov.org,(352) 751-3939,purpose=Community Development; independent; lga=City of Wildwood
sd-midtown-community-redevelopment-agency,Midtown Community Redevelopment Agency,special_district,Miami-Dade,https://www.miamicra.com/omnimidtown,epaschal@miamigov.com,(305) 416-1025,purpose=Community Redevelopment; dependent; lga=City of Miami
sd-midtown-improvement-district,Midtown Improvement District,special_district,Orange,https://midtownid.com,lanea@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=City of Orlando
sd-midtown-miami-community-development-district,Midtown Miami Community Development District,special_district,Miami-Dade,https://midtownmiamicdd.net,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-midway-fire-district,Midway Fire District,special_district,Santa Rosa,https://www.midwayfire.com,shannon.stone@midwayfire.com,(850) 932-4771,purpose=Fire Control and Rescue; independent; lga=Santa Rosa County
sd-milkaway-community-development-district,Milkaway Community Development District,special_district,Hernando,http://Duebytheendofthefirstfullfiscalyearaftercreation.,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Brooksville
sd-millers-creek-special-district,Millers Creek Special District,special_district,Duval,https://www.savemillerscreek.com,tmills@drivermcafee.com,(904) 807-8216,"purpose=Environmental Protection / Management, Inland Navigation and Waterways; dependent; lga=City of Jacksonville"
sd-milton-community-redevelopment-agency,Milton Community Redevelopment Agency,special_district,Santa Rosa,https://www.miltonfl.org/337/Community-Redevelopment-Agency-CRA,citymanager@miltonfl.org,(850) 983-5411,purpose=Community Redevelopment; dependent; lga=City of Milton
sd-milton-housing-authority,Milton Housing Authority,special_district,Santa Rosa,https://www.miltonhousing.org,mhadonb@gmail.com,(850) 623-8216,purpose=Housing Authority; dependent; lga=City of Milton
sd-mira-lago-west-community-development-district,Mira Lago West Community Development District,special_district,Hillsborough,https://miralagowestcdd.org,ssteady@burr.com,(813) 367-5719,purpose=Community Development; independent; lga=Hillsborough County
sd-mirabella-community-development-district,Mirabella Community Development District,special_district,Hillsborough,https://mirabellacdd.com,brian.lamb@inframark.com,(813) 397-5121,purpose=Community Development; independent; lga=Hillsborough County
sd-mirada-community-development-district-lee,Mirada Community Development District (Lee),special_district,Lee,https://www.miradacdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Lee County
sd-mirada-community-development-district-pasco,Mirada Community Development District (Pasco),special_district,Pasco,https://www.miradacdd.org,jere.earlywine@kutakrock.com,(850) 528-6152,purpose=Community Development; independent; lga=Pasco County
sd-mirada-ii-community-development-district,Mirada II Community Development District,special_district,Pasco,https://www.mirada2cdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Pasco County
sd-miromar-lakes-community-development-district,Miromar Lakes Community Development District,special_district,Lee,https://www.MiromarLakesCDD.org,wardj@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Lee County
sd-mitchell-ranch-community-development-district,Mitchell Ranch Community Development District,special_district,Pasco,https://mitchellranchcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Pasco County
sd-mockingbird-ridge-community-development-district,Mockingbird Ridge Community Development District,special_district,Marion,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Ocala
sd-monroe-county-comprehensive-plan-land-authority,Monroe County Comprehensive Plan Land Authority,special_district,Monroe,https://www.monroecounty-fl.gov,guerra-cynthia@monroecounty-fl.gov,(305) 295-5180,purpose=Land Authority; dependent; lga=Monroe County
sd-monroe-county-housing-authority,Monroe County Housing Authority,special_district,Monroe,https://kwha.org,sterlingr@kwha.org,(305) 296-5621,purpose=Housing Authority; independent; lga=Monroe County
sd-monroe-county-industrial-development-authority,Monroe County Industrial Development Authority,special_district,Monroe,https://www.monroecounty-fl.gov,boan-tina@monroecounty-fl.gov,(305) 292-4441,purpose=Industrial Development; dependent; lga=Monroe County
sd-montecito-community-development-district,Montecito Community Development District,special_district,Brevard,https://montecitocdd.org,dlyles@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Satellite Beach
sd-monterey-congress-community-development-district,Monterey / Congress Community Development District,special_district,Palm Beach,https://www.montereycongresscdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Boynton Beach
sd-monterra-community-development-district,Monterra Community Development District,special_district,Broward,https://www.monterracdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Cooper City
sd-moody-river-estates-community-development-district,Moody River Estates Community Development District,special_district,Lee,https://www.moodyrivercdd.net,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Lee County
sd-moore-haven-capital-projects-finance-authority,Moore Haven Capital Projects Finance Authority,special_district,Glades,https://moorehaven.org/special-districts/capfa,ashleywills@moorehaven.org,(863) 946-0711,purpose=Capital Improvements; dependent; lga=City of Moore Haven
sd-moore-haven-mosquito-control-district,Moore Haven Mosquito Control District,special_district,Glades,https://mhmcd.com/mhmcd.html,johnahern@ahernsllc.com,(863) 946-3000,purpose=Mosquito Control; independent; lga=City of Moore Haven
sd-moorings-bay-system-special-taxing-district,Moorings Bay System Special Taxing District,special_district,Collier,https://www.naplesgov.com,theitmann@naplesgov.com,(239) 213-1000,"purpose=Environmental Protection / Management, Inland Navigation and Waterways; dependent; lga=City of Naples"
sd-mount-dora-community-redevelopment-agency,Mount Dora Community Redevelopment Agency,special_district,Lake,https://fl-mountdora.civicplus.com/835/Mount-Dora-Community-Redevelopment-Agenc,plandev@mountdora.gov,(352) 735-7112,purpose=Community Redevelopment; dependent; lga=City of Mount Dora
sd-mount-dora-health-facilities-authority,Mount Dora Health Facilities Authority,special_district,Lake,https://www.cityofmountdora.com,gatesj@cityofmountdora.com,(352) 735-7122,purpose=Health Facilities; dependent; lga=City of Mount Dora
sd-mt-plymouth-sorrento-community-redevelopment-agency,Mt. Plymouth-Sorrento Community Redevelopment Agency,special_district,Lake,https://www.lakecountyfl.gov/Mount-Plymouth-Sorrento-CRA,megan.brew@lakecountyfl.gov,(352) 742-3925,purpose=Community Redevelopment; dependent; lga=Lake County
sd-mterc-community-development-district,MTERC Community Development District,special_district,Hillsborough,https://mterccdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Tampa
sd-municipal-service-district-of-ponte-vedra-beach,Municipal Service District of Ponte Vedra Beach,special_district,St. Johns,https://www.pvmsd.org,wef@wflowerslaw.com,(904) 631-3003,purpose=Municipal-Type Services and Improvements; independent; lga=St. Johns County
sd-murdock-village-community-redevelopment-agency,Murdock Village Community Redevelopment Agency,special_district,Charlotte,https://www.charlottecountyfl.gov/cra/murdock-village,hector.flores@charlottecountyfl.gov,(941) 743-1944,purpose=Community Redevelopment; dependent; lga=Charlotte County
